"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"ICD Chapter"	"ICD Chapter Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2011"	"2011"	9528	472473	2016.62
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2012"	"2012"	9439	480711	1963.55
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2013"	"2013"	9618	490942	1959.09
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2014"	"2014"	9720	500612	1941.62
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2015"	"2015"	9980	509945	1957.07
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2016"	"2016"	9793	519839	1883.85
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2017"	"2017"	10056	532577	1888.18
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	10239	554280	1847.26
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	10576	569189	1858.08
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2020 "	"2020"	10971	579803	1892.19
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"			109678	5674114	1932.95
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"					203651	12547529	1623.04
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2010"	"2010"	17261	285178	6052.71
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2011"	"2011"	16949	288138	5882.25
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2012"	"2012"	16843	289723	5813.48
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2013"	"2013"	16807	291164	5772.35
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2014"	"2014"	16338	291668	5601.57
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2015"	"2015"	16444	293905	5595.01
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2016"	"2016"	16120	293455	5493.18
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2017"	"2017"	16087	298979	5380.65
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2018"	"2018"	15842	299375	5291.69
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2019"	"2019"	15308	299725	5107.35
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2020 "	"2020"	15498	299121	5181.18
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"			179497	3230431	5556.44
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2010"	"2010"	9206	138874	6629.03
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2011"	"2011"	9047	144346	6267.58
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2012"	"2012"	9390	148952	6304.04
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2013"	"2013"	9475	154454	6134.51
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2014"	"2014"	9530	157551	6048.83
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2015"	"2015"	9751	161076	6053.66
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2016"	"2016"	9679	162812	5944.89
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2017"	"2017"	9906	166817	5938.24
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2018"	"2018"	9846	169696	5802.14
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2019"	"2019"	9810	173920	5640.52
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2020 "	"2020"	10040	176842	5677.38
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"			105680	1755340	6020.49
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"					285177	4985771	5719.82
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"							777738	145509765	534.49
"Total"	"NonCore (Nonmetro)"	"6"									777738	145509765	534.49
"Total"											9148218	2375768987	385.06
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: I00-I99 (Diseases of the circulatory system)"
"Ten-Year Age Groups: 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years; 85+ years"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020"
"Group By: 2013 Urbanization; ICD Chapter; Ten-Year Age Groups; Gender; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jun 13, 2024 4:18:19 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jun 13, 2024 4:18:19 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"4. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"5. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
